transaction_id,user_id,date,transaction_type,category,amount,payment_mode,location,notes
T1564,U050,02/22/2021,Expense,rent,2667 INR,Upi,Unknown,PG rent
T11777,U124,2021-06-19,Expense,utilities,9814,Card,Ahmedabad,EB payment
T4470,U049,2024-04-21,Expense,rent,8034,Bank Transfer,Kol,Room rent
T10713,U148,03/30/2021,Expense,entertainment,₹1333,Upi,Bangalore,Amazon Prime
T8533,U072,03-09-21,Expense,others,3582,Upi,Mum,General expense
T3765,U108,11-08-2022,Expense,utilities,8116,Card,Unknown,Utility payment
T11235,U150,22-09-2022,Expense,rent,18870,Upi,Kolkata,Lease payment
T12988,U146,01/03/2024,Expense,rent,10241,Crd,Lucknow,PG rent
T8356,U007,2023-06-08,Income,others,63888,Cash,Unknown,Cash withdrawal
T5949,U025,13-04-21,Income,bonus,65298,Bank Transfer,Ahm,Festival bonus
T1487,U150,2023-03-01,Expense,travel,1248,Banktransfer,Pun,Airport transfer
T11302,U121,03-05-24,Expense,rent,9427,Card,Luc,Monthly house rent
T4397,U067,06/27/2021,Expense,food,5335,Unknown,Pune,Burger King meal
T8529,U057,22-02-2021,Expense,health,9377,Cash,Lucknow,Doctor consultation
T6545,U051,07/05/2021,Expense,travel,₹4734,Unknown,Bangalore,Fuel payment
T0768,U071,2022-05-08,Expense,food,Rs.5892,Upi,Pune,Swiggy order
T8875,U130,11/13/2023,Expense,rent,45115,Upi,Mum,Accommodation rent
T13194,U017,2022-09-20,Expense,travel,₹5391,Unknown,Jaipur,Travel expense
T10178,U067,2023-09-08,Expense,nan,999999999,Bank Transfer,Ahm,General transaction
T0693,U100,18-12-24,Expense,travel,3945,Crd,Che,Train ticket
T3348,U098,18-05-21,Expense,rent,-1000,Crd,Delhi,Lease payment
T10433,U146,08-05-22,Expense,travel,1097,Card,Delhi,Flight booking
T13367,U071,2022-12-26,Expense,entertainment,₹7780,Bank Transfer,Unknown,Gaming subscription
T1595,U123,15-05-23,Expense,food,3405,Card,Ahmedabad,Burger King meal
T13049,U133,11-10-2024,Expense,food,9973,Upi,Ahmedabad,Family dinner
T1038,U069,06/03/2021,Expense,rent,8343,Crd,Hyderabad,PG rent
T5229,U036,2021-07-27,Income,freelance,29722,Csh,Del,Consulting income
T0950,U104,01/23/2024,Expense,entertainment,4218,Upi,Chennai,Theatre booking
T11102,U006,2024-05-12,Expense,rent,7495,Card,Mumbai,Room rent
T7004,U067,2024-12-28,Expense,rent,9302,Cash,Kolkata,Lease payment
T11578,U040,22-06-24,Expense,rent,₹999999,Upi,Unknown,Home rent
T9867,U149,29-12-24,Expense,education,6986,Card,Luc,Udemy course
T10683,U144,2024-12-12,Expense,entertainment,4274,Cash,Chennai,Theatre booking
T0575,U068,2021-03-08,Expense,education,9063,Cash,Lucknow,Udemy course
T0963,U114,10/06/2021,Expense,rent,7579,Bank Transfer,Ban,Rent transfer
T6959,U056,25-08-2021,Expense,food,3559,Upi,Unknown,Cafe breakfast
T2620,U037,2024-06-02,Expense,utilities,6648,Bank Transfer,Unknown,Utility payment
T5199,U062,2022-07-11,Expense,food,3787,Bank_Transfer,Jaipur,Swiggy order
T3794,U099,11/26/2024,Expense,food,3384,Bank Transfer,Ban,Restaurant dinner
T10134,U128,06/21/2022,Income,bonus,59549 INR,Upi,Ahm,Annual bonus
T1887,U061,2024-01-21,Expense,food,₹3891,Card,Lucknow,Restaurant dinner
T9998,U114,17-04-22,Income,salary,65607,Cash,Lucknow,Salary received
T9199,U031,27-07-2021,Expense,travel,3895,Bank Transfer,Pune,Uber ride
T13314,U103,07-02-2021,Expense,savings,7787,Bank Transfer,Lucknow,Savings account deposit
T3809,U041,06/25/2021,Expense,food,1327,Cash,Pune,Burger King meal
T10249,U117,2021-06-19,Expense,travel,2087,Upi,Mumbai,Bus ticket
T12431,U036,03/23/2024,Expense,food,54,Upi,Delhi,Dominos pizza
T3598,U093,11/25/2022,Expense,rent,12909,Card,Delhi,Rent transfer
T9444,U035,25-07-23,Expense,travel,Rs.7809,Cash,Ahmedabad,Train ticket
T1346,U093,03/07/2021,Expense,utilities,234 INR,Crd,Unknown,Gas bill
T5430,U030,07/20/2024,Expense,rent,2507,Crd,Mumbai,Accommodation rent
T9831,U051,2022-05-17,Expense,rent,45403,Crd,Kolkata,Monthly house rent
T10306,U034,2021-08-02,Expense,food,3085 INR,Crd,Mumbai,Restaurant dinner
T2893,U048,2022-01-01,Income,others,38469,Upi,Luc,Other payment
T8811,U068,2022-04-03,Expense,entertainment,1648,Bank Transfr,Lucknow,OTT subscription
T0012,U049,10/15/2021,Expense,entertainment,9116,Cash,Che,Netflix subscription
T10603,U024,2022-10-04,Expense,entertainment,262,Crd,Delhi,Amazon Prime
T10701,U137,12-04-24,Expense,rent,13141,Bank Transfer,Pune,Accommodation rent
T5303,U023,03/11/2024,Expense,food,7796,Csh,Ahmedabad,Swiggy order
T2210,U042,01/20/2024,Expense,rent,9920,Upi,Luc,PG rent
T3857,U088,09-06-24,Expense,utilities,1162,Upi,Lucknow,Broadband bill
T4662,U013,,Expense,food,430,Upi,Kolkata,Dominos pizza
T11316,U085,2022-07-09,Expense,food,8403 INR,Upi,Bangalore,Family dinner
T1721,U056,2021-09-18,Expense,food,$2487,Card,Jaipur,Restaurant dinner
T4899,U141,2021-04-24,Expense,food,7760,Crd,Delhi,Zomato order
T8510,U052,2024-08-11,Expense,food,1151,Crd,Ahmedabad,Zomato order
T0601,U124,09/29/2023,Expense,rent,6801,Upi,Ahmedabad,Lease payment
T3734,U022,01/11/2024,Expense,food,479,Cash,Kol,Food delivery
T13857,U004,2024-11-04,Expense,food,4648,Csh,Delhi,Lunch at restaurant
T11136,U150,12-07-23,Expense,education,5821,Upi,Chennai,College fees
T11807,U010,2023-11-18,Expense,rent,24749,Bank Transfer,Che,Accommodation rent
T1314,U135,15-08-24,Expense,food,4276,Bank Transfer,Lucknow,Cafe breakfast
T1002,U003,2022-12-18,Expense,entertainment,3946,Upi,Kolkata,Movie ticket
T8181,U054,,Expense,travel,3057,Card,Hyd,Taxi fare
T13078,U004,2024-07-02,Income,bonus,37025,Bank Transfer,Jaipur,Performance bonus
T9602,U071,09-05-22,Expense,food,5097,Cash,Mumbai,Food delivery
T13178,U003,16-12-23,Expense,rent,24451,Bank Transfer,Hyderabad,Rental payment
T10685,U062,2022-01-20,Expense,food,3135,Cash,Mumbai,Burger King meal
T5841,U052,2023-08-07,Expense,travel,9637,Bank_Transfer,Pune,Taxi fare
T5778,U061,2023-08-22,Expense,nan,$6634,Card,Pune,General transaction
T9893,U052,10-05-22,Expense,rent,6501,Upi,Ahm,Flat rent
T0345,U005,10/01/2022,Expense,education,999999,Card,Chennai,Online course
T9485,U140,08-08-23,Expense,food,6201,Upi,Hyderabad,Restaurant dinner
T5212,U125,02-11-24,Expense,rent,4970,Crd,Mumbai,Lease payment
T9530,U144,08/07/2024,Income,salary,21638,Cash,Jaipur,Company payroll
T10102,U144,2022-07-13,Expense,rent,Rs.34920,Upi,Mumbai,Home rent
T8113,U083,2023-02-05,Expense,education,1568,Crd,Mum,Book purchase
T3272,U104,07/15/2022,Income,salary,66223,Crd,Kolkata,Company payroll
T3801,U052,16-01-24,Expense,rent,₹8847,Csh,Kolkata,Flat rent
T12641,U035,2024-08-26,Expense,food,1714,Card,Bangalore,Lunch at restaurant
T1892,U019,2023-10-07,Expense,utilities,$9151,Card,Mum,WiFi recharge
T11867,U124,03-03-23,Expense,entertainment,9124,Cash,Unknown,Gaming subscription
T4753,U093,2023-09-24,Expense,utilities,₹3614,Bank Transfer,Chennai,Gas bill
T7714,U082,2023-08-17,Expense,utilities,6628,Card,Luc,Electricity bill
T11615,U025,03-01-24,Income,investment,35327,Csh,Mumbai,Stock purchase
T4291,U117,12-07-23,Income,freelance,78228,Bank Transfer,Jaipur,Website project
T9263,U004,2022-06-30,Income,investment,76282,Upi,Mumbai,Mutual fund investment
T3123,U131,2023-04-03,Expense,entertainment,4558,Banktransfer,Pun,Netflix subscription
T12595,U105,20-12-2024,Expense,rent,34928,Card,Pune,PG rent
T3632,U104,2024-08-27,Expense,food,1358,Csh,Kolkata,Restaurant dinner
T3117,U124,03/06/2022,Expense,utilities,8176,Upi,Bangalore,EB payment
T8110,U065,04/23/2024,Expense,food,9509,Card,Mumbai,Starbucks coffee
T0501,U105,2022-08-27,Expense,rent,4682,Cash,Kolkata,Lease payment
T0006,U036,06-07-21,Income,freelance,18326,Bank_Transfer,Jai,Consulting income
T11260,U130,2021-05-23,Expense,food,8312,Cash,Ahm,Swiggy order
T5388,U052,2024-03-05,Expense,food,2831,Csh,Delhi,Burger King meal
T2442,U087,04/10/2021,Expense,health,3160,Csh,Hyd,Clinic visit
T12572,U031,2022-12-27,Expense,entertainment,3661,Card,Pune,Amazon Prime
T9129,U084,03/06/2022,Expense,rent,9706,Unknown,Luc,PG rent
T1214,U004,08-05-24,Expense,food,$7251,Upi,Delhi,Burger King meal
T10562,U124,17-01-21,Expense,travel,252,Card,Kolkata,Airport transfer
T2514,U116,2023-06-19,Expense,education,9487,Card,Unknown,School fees
T3508,U018,07/26/2023,Expense,entertainment,3541,Bank Transfer,Jaipur,Concert ticket
T12931,U103,10/04/2021,Expense,rent,,Cash,Pune,Monthly house rent
T10351,U135,2024-10-13,Expense,food,1410,Bank Transfer,Hyderabad,Cafe breakfast
T2445,U145,2024-11-25,Expense,rent,481,Upi,Hyderabad,Lease payment
T9538,U043,04/30/2022,Expense,travel,3077,Unknown,Ahmedabad,Airport transfer
T7177,U132,2023-08-12,Expense,rent,8348,Bank Transfer,Mum,Accommodation rent
T7366,U038,10/29/2024,Expense,education,6201,Bank Transfr,Kolkata,Book purchase
T7947,U058,02-02-24,Expense,utilities,2033,Bank Transfer,Chennai,Internet bill
T3953,U119,03/15/2022,Expense,travel,8505,Upi,Ahmedabad,Fuel payment
T12482,U138,04-12-22,Income,bonus,14029,Csh,Ahmedabad,Performance bonus
T12804,U032,11/01/2023,Expense,rent,6653,Unknown,Mumbai,Home rent
T3449,U013,2023-10-25,Expense,rent,367,Cash,Mumbai,Rental payment
T7784,U061,20-03-22,Expense,rent,4283,Banktransfer,Lucknow,Room rent
T1484,U072,05-08-21,Expense,food,7950,Bank Transfer,Hyderabad,Burger King meal
T9427,U150,2021-10-31,Income,others,63302,Bank Transfr,Pune,Miscellaneous purchase
T3909,U146,08-10-2022,Expense,entertainment,4455,Crd,Pune,Gaming subscription
T2537,U148,,Expense,health,Rs.1753,Crd,Jaipur,Hospital bill
T3395,U107,07/29/2024,Expense,utilities,7306,Upi,Hyderabad,Gas bill
T10493,U066,09/27/2024,Expense,entertainment,₹2854,Cash,Lucknow,Movie ticket
T12999,U048,2023-12-26,Expense,utilities,3482,Upi,Bangalore,Gas bill
T3991,U018,2022-12-31,Expense,food,9622,Bank Transfr,Jaipur,Zomato order
T1865,U004,08/10/2024,Expense,utilities,1173,Upi,Hyderabad,Internet bill
T12795,U003,2023-08-12,Expense,rent,987,Upi,Hyderabad,Rental payment
T2790,U008,09/24/2024,Expense,entertainment,4674,Card,Ahmedabad,OTT subscription
T8014,U071,03/16/2022,Expense,travel,2271,Bank Transfer,Ahmedabad,Travel expense
T13656,U107,2024-10-20,Expense,food,2370,Upi,Mumbai,Swiggy order
T3477,U039,2024-09-08,Expense,health,9925,Crd,Jaipur,Blood test
T11915,U050,01/17/2021,Expense,entertainment,6896,Csh,Mumbai,Concert ticket
T7738,U068,2022-04-11,Expense,food,1423,Unknown,Lucknow,Cafe breakfast
T8508,U022,2024-06-27,Expense,rent,30535,Card,Hyderabad,Monthly house rent
T7473,U024,10/07/2021,Expense,entertainment,5250,Cash,Kol,Gaming subscription
T8653,U068,,Expense,utilities,$5100,Crd,Pune,WiFi recharge
T3281,U111,2023-08-27,Expense,travel,1434,Cash,Mumbai,Airport transfer
T7404,U117,2022-11-06,Expense,rent,₹1283,Upi,Hyderabad,Rental payment
T5997,U083,12/11/2023,Expense,travel,7416,Card,Chennai,Metro recharge
T5335,U032,06-07-23,Income,others,20644 INR,Card,Jaipur,Other payment
T13631,U150,01/28/2022,Income,salary,$41388,Upi,Lucknow,Company payroll
T7519,U083,2021-03-09,Expense,food,1373,Card,Mumbai,Burger King meal
T3761,U104,04-09-23,Expense,health,344,Unknown,Jai,Dental treatment
T6727,U137,08/01/2024,Income,bonus,$22768,Crd,Delhi,Annual bonus
T4904,U016,2021-06-11,Expense,others,1483,Bank_Transfer,Chennai,Cash withdrawal
T5550,U052,03/28/2023,Expense,education,$9047,Csh,Chennai,College fees
T1592,U021,2023-10-20,Expense,travel,3064,Bank_Transfer,Jaipur,Uber ride
T13544,U111,11-07-22,Income,others,Rs.52828,Card,Ahmedabad,Misc expense
T4249,U105,06/08/2023,Expense,utilities,2922,Crd,Ahm,Internet bill
T3433,U048,02/23/2021,Expense,food,161,Unknown,Mumbai,Food delivery
T6104,U082,02-08-2024,Income,bonus,22126,Unknown,Mumbai,Incentive received
T0052,U021,02/23/2023,Expense,travel,4261,Bank Transfer,Bangalore,Uber ride
T13909,U019,2023-02-08,Expense,travel,₹8159,Unknown,Mumbai,Train ticket
T6505,U062,01/03/2024,Expense,food,3479,Cash,Bangalore,Food delivery
T9176,U106,07/10/2021,Expense,rent,,Unknown,Che,Home rent
T10282,U148,19-02-2024,Expense,utilities,₹7670,Cash,Jaipur,Gas bill
T5484,U034,08/12/2023,Expense,rent,9463,Csh,Jaipur,Flat rent
T10580,U099,2022-05-22,Expense,utilities,7402,Cash,Mum,Water bill
T11231,U101,06/23/2022,Expense,entertainment,Rs.6155,Card,Kolkata,Concert ticket
T3229,U126,22-07-22,Expense,food,1759,Cash,Kol,Food delivery
T8746,U012,12-09-2022,Expense,travel,6309,Bank_Transfer,Kolkata,Bus ticket
T13567,U014,2024-12-27,Expense,utilities,4619,Upi,Unknown,Internet bill
T0734,U085,2024-11-07,Expense,food,6445,Bank Transfer,Chennai,Restaurant dinner
T3555,U039,06/22/2024,Expense,rent,8228,Csh,Hyderabad,Monthly house rent
T6877,U076,14-04-21,Expense,rent,Rs.6209,Upi,Hyd,Room rent
T8876,U078,2022-06-24,Expense,utilities,7585,Upi,Hyderabad,Internet bill
T4644,U132,28-05-2022,Expense,others,₹6576,Crd,Chennai,Cash withdrawal
T9633,U086,13-07-24,Expense,food,635,Upi,Unknown,Family dinner
T0877,U109,01/09/2022,Expense,travel,6376,Card,Chennai,Airport transfer
T3530,U082,07/06/2021,Expense,food,4426,Bank Transfer,Delhi,Lunch at restaurant
T7062,U135,06-06-21,Expense,travel,5032,Upi,Mumbai,Ola cab
T9747,U055,18-03-24,Income,others,41541,Upi,Kolkata,Misc expense
T7383,U119,07-02-2022,Expense,food,7027,Card,Bangalore,Lunch at restaurant
T2850,U104,2022-02-23,Expense,food,Rs.9649,Upi,Kolkata,Restaurant dinner
T4028,U124,21-07-22,Expense,entertainment,9444,Unknown,Unknown,Theatre booking
T6528,U132,05/03/2022,Expense,health,Rs.7887,Banktransfer,Bangalore,Doctor consultation
T13950,U005,04/30/2023,Expense,health,5863,Cash,Kolkata,Hospital bill
T3078,U060,2023-03-01,Expense,education,,Bank Transfer,Kolkata,College fees
T2713,U044,2024-01-24,Income,investment,51168,Upi,Kol,Equity investment
T5898,U048,07/02/2023,Expense,travel,8786,Crd,Ahmedabad,Bus ticket
T4295,U149,2021-05-05,Expense,food,₹163,Crd,Kolkata,Starbucks coffee
T0853,U072,10/12/2023,Expense,entertainment,7456,Bank Transfr,Hyderabad,Netflix subscription
T2867,U016,29-08-22,Expense,entertainment,5734,Cash,Lucknow,OTT subscription
T7772,U109,09/01/2022,Income,salary,45981,Upi,Kolkata,Payroll deposit
T5786,U149,10-07-2023,Income,salary,₹43818,Bank_Transfer,Delhi,Salary received
T9833,U094,2023-01-31,Income,bonus,76454,Card,Jaipur,Festival bonus
T7766,U073,19-09-23,Expense,rent,7387,Upi,Delhi,Accommodation rent
T4557,U071,,Expense,education,₹7487,Upi,Jaipur,Educational material
T1886,U063,08/24/2024,Expense,rent,₹5408,Upi,Jaipur,Home rent
T6956,U091,27-12-22,Expense,utilities,630,Cash,Pune,Mobile recharge
T6365,U114,01/08/2021,Income,salary,,Csh,Delhi,Monthly salary
T11245,U068,02-03-2021,Expense,food,371,Crd,Pun,Zomato order
T10994,U096,27-10-21,Expense,education,4824,Card,Mumbai,Online course
T1931,U149,2023-01-18,Expense,rent,7327,Upi,Delhi,Apartment rent
T12439,U120,2022-03-24,Expense,rent,8331,Crd,Jaipur,PG rent
T2318,U127,01/12/2023,Expense,rent,6882,Card,Jaipur,Lease payment
T3603,U013,08-10-21,Expense,travel,9835,Card,Chennai,Metro recharge
T8504,U148,24-11-2023,Expense,entertainment,3326,Card,Ahm,Spotify premium
T0739,U002,06/15/2021,Expense,rent,2594,Upi,Jaipur,Rental payment
T8200,U022,19-03-2021,Expense,rent,20584,Csh,Lucknow,Room rent
T11549,U045,2023-01-14,Expense,food,945,Cash,Jaipur,Swiggy order
T10610,U127,19-04-23,Expense,utilities,5984,Crd,Bangalore,EB payment
T13934,U054,2023-08-05,Income,freelance,62296,Upi,Hyderabad,Freelance project
T1668,U078,12/04/2023,Expense,food,-500,Cash,Hyderabad,Dominos pizza
T2417,U011,2024-11-08,Expense,rent,2728,Upi,Mumbai,Rental payment
T7852,U088,2023-01-31,Expense,rent,₹2016,Upi,Chennai,Apartment rent
T13769,U059,11-01-24,Expense,food,4428,Card,Hyderabad,Zomato order
T7094,U146,2023-08-23,Expense,food,4322,Csh,Jaipur,Family dinner
T10976,U092,2022-01-27,Expense,travel,3876,Bank Transfer,Lucknow,Airport transfer
T9505,U113,15-12-2023,Expense,food,₹9886,Card,Jai,Dominos pizza
T11822,U040,24-02-22,Expense,food,₹6126,Crd,Pune,Food delivery
T10099,U060,05/14/2021,Expense,rent,5216,Crd,Lucknow,Flat rent
T8341,U046,2022-09-17,Expense,utilities,4644,Crd,Mum,WiFi recharge
T6637,U147,2022-08-25,Expense,education,-1000,Card,Kolkata,Tuition fees
T11936,U022,11/26/2022,Expense,food,₹1424,Crd,Luc,Cafe breakfast
T5669,U109,27-07-24,Income,bonus,76157,Card,Hyderabad,Performance bonus
T6094,U149,07-12-21,Expense,rent,5906,Card,Chennai,Rental payment
T8333,U077,,Income,bonus,66510,Upi,Hyderabad,Performance bonus
T3485,U050,2021-04-08,Expense,health,898,Cash,Bangalore,Dental treatment
T2311,U025,24-04-2022,Expense,education,₹9248,Crd,Jaipur,Book purchase
T9907,U010,07-08-24,Expense,entertainment,2869,Csh,Kolkata,Gaming subscription
T0326,U112,26-04-2024,Income,others,593515,Bank_Transfer,Delhi,Cash withdrawal
T3007,U057,2021-01-20,Income,others,33910,Card,Unknown,Cash withdrawal
T2081,U033,2022-10-13,Expense,rent,17003,Card,Jai,Monthly house rent
T13742,U022,2022-10-01,Expense,utilities,8898,Card,Hyderabad,Power bill
T7707,U025,2024-06-15,Expense,food,₹3925,Upi,Kolkata,Dominos pizza
T8629,U036,18-04-21,Expense,rent,8256,Crd,Del,Monthly house rent
T10196,U027,14-05-24,Income,investment,61285,Card,Delhi,SIP investment
T10823,U117,03/08/2022,Expense,rent,8344,Csh,Delhi,Flat rent
T2214,U055,21-12-2021,Expense,education,2176,Bank Transfer,Delhi,College fees
T1115,U035,21-03-2023,Expense,travel,6398,Bank Transfer,Ahmedabad,Travel expense
T4654,U123,30-10-2021,Expense,rent,5527,Upi,Unknown,Flat rent
T3004,U037,16-01-21,Income,others,36201,Csh,Hyderabad,Misc expense
T2301,U038,2024-09-20,Expense,entertainment,5026,Bank Transfer,Unknown,Concert ticket
T2114,U030,10/02/2022,Expense,utilities,₹3520,Card,Pune,Broadband bill
T8686,U059,2022-03-25,Expense,utilities,4985,Csh,Jaipur,Power bill
T6604,U036,2024-02-07,Expense,utilities,2581,Card,Ahmedabad,EB payment
T0020,U018,2022-07-26,Expense,food,552,Upi,Pun,Restaurant dinner
T8565,U108,2024-02-25,Expense,food,4433,Upi,Unknown,Dominos pizza
T3046,U050,2024-08-28,Expense,travel,-500,Card,Mumbai,Fuel payment
T13163,U105,04/10/2024,Expense,health,7451,Cash,Ahmedabad,Medical test
T13173,U040,2024-06-08,Expense,travel,Rs.4835,Upi,Unknown,Flight booking
T10204,U088,08-04-24,Expense,rent,5256,Bank_Transfer,Ahmedabad,Home rent
T9524,U117,2024-02-05,Expense,food,$9335,Upi,Ahmedabad,Zomato order
T5989,U110,2022-02-26,Expense,travel,$6037,Bank Transfer,Jaipur,Fuel payment
T8794,U112,15-06-2021,Expense,food,999999999,Card,Che,Starbucks coffee
T3596,U006,2021-07-13,Income,salary,70160,Bank_Transfer,Bangalore,Company payroll
T11066,U126,2023-06-17,Income,salary,57365,Cash,Ahmedabad,Salary credit
T0115,U098,10/15/2022,Expense,utilities,7858,Card,Jai,Gas bill
T5250,U028,28-11-2023,Expense,food,Rs.2685,Unknown,Unknown,Lunch at restaurant
T12404,U027,2023-05-23,Expense,utilities,4805,Card,Ban,Utility payment
T2952,U123,21-12-2021,Expense,entertainment,1773 INR,Upi,Ban,Netflix subscription
T7006,U145,12/25/2024,Expense,travel,9255,Card,Kolkata,Fuel payment
T13075,U067,2021-02-03,Expense,food,1238,Cash,Kolkata,Starbucks coffee
T13450,U058,05/05/2022,Expense,health,1346,Bank Transfer,Jaipur,Clinic visit
T10630,U074,12/02/2023,Expense,entertainment,7532,Cash,Delhi,Theatre booking
T13098,U074,2024-08-13,Expense,travel,1434,Upi,Kolkata,Travel expense
T8378,U080,15-11-22,Expense,food,2193,Csh,Unknown,Lunch at restaurant
T4641,U029,28-06-24,Expense,rent,6471,Csh,Pune,PG rent
T8918,U106,2022-12-21,Income,freelance,$184818,Upi,Pun,Client payment
T3807,U012,14-07-23,Expense,utilities,9822,Card,Kol,Utility payment
T0096,U028,26-06-22,Expense,rent,9304,Bank_Transfer,Luc,Apartment rent
T13201,U025,2023-03-07,Expense,education,4600,Bank Transfer,Pune,Tuition fees
T8190,U064,2023-06-25,Expense,entertainment,1248,Card,Hyderabad,OTT subscription
T5990,U128,04/03/2021,Expense,rent,3260,Crd,Jaipur,Home rent
T5041,U003,02-07-21,Expense,entertainment,4439,Upi,Ahm,Disney Plus
T2074,U096,03-02-22,Expense,entertainment,₹9689,Crd,Del,Theatre booking
T2804,U011,12/20/2021,Expense,others,$1608,Unknown,Delhi,Misc expense
T10636,U095,2023-06-20,Expense,utilities,Rs.4135,Csh,Mumbai,Water bill
T9028,U075,08-12-2022,Expense,travel,2030,Bank Transfer,Ahmedabad,Fuel payment
T3165,U087,22-06-22,Expense,food,₹6187,Upi,Delhi,Cafe breakfast
T3036,U112,11-02-2022,Expense,education,6883,Bank Transfer,Hyderabad,Udemy course
T7133,U136,2024-12-31,Expense,food,0,Crd,Luc,Restaurant dinner
T2911,U130,2021-01-30,Expense,entertainment,4771,Unknown,Chennai,Spotify premium
T0367,U099,2024-12-05,Expense,rent,0,Upi,Che,Apartment rent
T0638,U021,07-06-2023,Expense,utilities,8933,Upi,Pun,Mobile recharge
T10645,U078,18-03-24,Expense,rent,19183,Bank Transfer,Ban,Room rent
T11344,U079,08/22/2024,Expense,food,239,Unknown,Jai,Family dinner
T8795,U122,2024-08-25,Expense,education,8854,Upi,Jai,Tuition fees
T2557,U075,04/19/2021,Expense,travel,903,Upi,Lucknow,Airport transfer
T6585,U076,11/22/2022,Expense,rent,$4676,Bank Transfer,Mumbai,Room rent
T11353,U008,14-01-2021,Expense,education,6388,Banktransfer,Ahmedabad,Exam fees
T3660,U140,2024-10-17,Income,investment,$25994,Upi,Jaipur,Equity investment
T7006,U145,12/25/2024,Expense,travel,9255,Card,Kolkata,Airport transfer
T11362,U037,2021-07-14,Income,investment,41576,Upi,Mum,Stock purchase
T12854,U029,02/19/2022,Income,investment,Rs.32948,Unknown,Ahmedabad,SIP investment
T9648,U044,2021-09-25,Expense,food,4002,Unknown,Jaipur,Starbucks coffee
T6548,U005,03/27/2022,Expense,entertainment,8754,Card,Kolkata,Weekend movie
T0943,U034,2024-02-08,Expense,food,4193,Upi,Lucknow,Swiggy order
T5568,U099,2021-10-16,Expense,rent,716,Csh,Pune,Monthly house rent
T11749,U120,2024-06-01,Expense,food,4321,Unknown,Lucknow,Swiggy order
T3251,U038,08/13/2021,Expense,food,3906,Bank Transfer,Del,Dominos pizza
T2091,U113,04/01/2024,Expense,health,8309,Cash,Chennai,Hospital bill
T5290,U135,2021-04-17,Expense,others,7264 INR,Card,Delhi,General expense
T8125,U147,16-06-2023,Expense,nan,$3607,Bank Transfr,Pun,General transaction
T2213,U130,15-05-23,Expense,food,4784,Csh,Jai,Family dinner
T5769,U098,2023-01-20,Expense,education,Rs.1657,Cash,Pune,Training program
T5242,U032,2021-08-04,Expense,travel,9659,Crd,Ahmedabad,Train ticket
T11300,U129,03-11-24,Expense,rent,6025,Upi,Hyderabad,Rental payment
T3249,U010,2024-08-23,Income,others,57012,Bank Transfer,Kolkata,Cash withdrawal
T9493,U029,22-10-23,Expense,savings,₹782,Bank_Transfer,Ahmedabad,Transfer to savings
T13227,U007,12/09/2023,Expense,food,7409,Upi,Mumbai,Food delivery
T0967,U068,2024-04-10,Expense,food,5031,Cash,Chennai,Food delivery
T11354,U149,01/13/2023,Expense,travel,3257,Upi,Hyderabad,Train ticket
T9083,U066,21-03-23,Expense,rent,8901,Unknown,Hyderabad,Apartment rent
T2392,U048,2023-09-11,Income,investment,64214,Upi,Pun,Mutual fund investment
T2506,U013,12/31/2022,Expense,travel,8023,Card,Hyd,Train ticket
T10410,U028,10/21/2022,Expense,travel,3541,Bank Transfer,Pune,Taxi fare
T1943,U131,05-01-23,Expense,travel,1426,Upi,Pune,Airport transfer
T0423,U108,02-06-22,Expense,food,6096,Cash,Jaipur,Cafe breakfast
T7430,U056,2023-10-10,Expense,rent,41043,Csh,Delhi,PG rent
T6045,U062,2024-05-18,Expense,food,3341,Bank Transfer,Ban,Starbucks coffee
T13907,U091,2024-11-28,Expense,food,Rs.2460,Upi,Unknown,Food delivery
T6462,U074,2021-11-28,Expense,others,162,Card,Unknown,Misc expense
T10210,U022,15-06-2021,Expense,utilities,₹8244,Upi,Pune,WiFi recharge
T1557,U037,2022-05-28,Income,others,,Upi,Mumbai,Miscellaneous purchase
T11562,U137,2021-02-15,Expense,rent,37834,Crd,Hyderabad,Flat rent
T13588,U131,2021-09-25,Expense,rent,1370,Crd,Delhi,Flat rent
T4848,U006,2023-01-12,Expense,travel,7548,Card,Pune,Bus ticket
T7065,U131,2022-04-30,Expense,food,2707,Upi,Pune,Dominos pizza
T1467,U108,2023-07-14,Expense,education,₹5675,Csh,Ahmedabad,Tuition fees
T0749,U088,2024-07-04,Expense,food,4749,Bank Transfer,Del,Swiggy order
T5909,U062,2021-03-28,Expense,rent,3859,Upi,Lucknow,Lease payment
T1100,U005,,Expense,travel,$9138,Bank Transfer,Hyderabad,Flight booking
T2971,U138,2021-01-01,Expense,rent,₹1575,Bank Transfer,Luc,PG rent
T7018,U040,2022-03-31,Expense,food,4530,Cash,Delhi,Family dinner
T13418,U146,04/20/2022,Expense,nan,6139,Card,Lucknow,General transaction
T11046,U130,2023-08-11,Expense,utilities,3367,Cash,Chennai,EB payment
T0074,U039,04/08/2024,Income,others,21104,Upi,Jaipur,Cash withdrawal
T12213,U067,2021-05-04,Expense,health,2733,Bank_Transfer,Che,Medicine purchase
T8626,U100,2022-01-13,Expense,health,3255,Upi,Jai,Blood test
T7735,U067,2021-10-30,Expense,food,3445,Upi,Ahm,Family dinner
T13882,U148,21-08-21,Expense,travel,4137,Bank Transfer,Mumbai,Ola cab
T8915,U032,2022-09-03,Expense,rent,₹16079,Cash,Ban,Apartment rent
